pod,namespace,service,window_end,error_rate,log_volume,unique_error_types,cpu_millicores,memory_mi,error_rate_delta,log_volume_delta
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T11:47:54Z,0.0,51,0,0.93,34.25,0.0,12
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T11:49:01Z,0.0,82,0,0.71,32.57,0.0,18
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T11:49:01Z,0.0,51,0,3.06,33.89,0.0,6
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T11:49:01Z,0.0,75,0,0.89,34.3,0.0,15
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T11:49:01Z,0.0,58,0,0.86,27.61,0.0,-24
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T11:49:01Z,0.0,75,0,1.51,34.78,0.0,-25
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T11:49:01Z,0.0,31,0,1.24,26.68,0.0,-1
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T11:49:01Z,0.0,39,0,1.24,34.26,0.0,-12
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T11:50:08Z,0.0,69,0,0.9,32.57,0.0,-13
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T11:50:08Z,0.0,42,0,1.66,33.89,0.0,-9
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T11:50:08Z,0.0,90,0,1.39,34.3,0.0,15
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T11:50:08Z,0.0,71,0,0.72,27.61,0.0,13
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T11:50:08Z,0.0,60,0,5.88,35.63,0.0,-15
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T11:50:08Z,0.0,31,0,1.37,26.68,0.0,0
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T11:50:08Z,0.0,48,0,0.9,34.25,0.0,9
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T11:51:14Z,0.0,74,0,0.87,32.57,0.0,5
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T11:51:14Z,0.0,39,0,1.22,33.89,0.0,-3
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T11:51:14Z,0.0,50,0,1.59,34.31,0.0,-40
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T11:51:14Z,0.0,70,0,0.85,27.61,0.0,-1
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T11:51:14Z,0.0,100,0,1.06,35.63,0.0,40
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T11:51:14Z,0.0,32,0,1.4,26.68,0.0,1
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T11:51:14Z,0.0,57,0,1.44,34.26,0.0,9
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T11:52:21Z,0.0,56,0,0.77,32.57,0.0,-18
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T11:52:21Z,0.0,33,0,1.05,33.89,0.0,-6
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T11:52:21Z,0.0,70,0,1.08,34.3,0.0,20
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T11:52:21Z,0.0,82,0,0.84,27.61,0.0,12
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T11:52:21Z,0.0,80,0,1.39,35.63,0.0,-20
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T11:52:21Z,0.0,30,0,1.25,26.68,0.0,-2
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T11:52:21Z,0.0,57,0,1.44,34.26,0.0,0
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T11:53:28Z,0.0,66,0,0.64,32.57,0.0,10
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T11:53:28Z,0.0,42,0,1.06,33.89,0.0,9
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T11:53:28Z,0.0,70,0,1.2,34.3,0.0,0
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T11:53:28Z,0.0,76,0,0.95,27.61,0.0,-6
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T11:53:28Z,0.0,85,0,1.23,35.63,0.0,5
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T11:53:28Z,0.0,32,0,1.31,26.68,0.0,2
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T11:53:28Z,0.0,54,0,1.44,34.26,0.0,-3
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T11:54:35Z,0.0,68,0,0.8,32.57,0.0,2
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T11:54:35Z,0.0,39,0,1.24,33.89,0.0,-3
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T11:54:35Z,0.0,60,0,1.25,34.3,0.0,-10
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T11:54:35Z,0.0,59,0,0.93,27.61,0.0,-17
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T11:54:35Z,0.0,75,0,1.47,35.63,0.0,-10
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T11:54:35Z,0.0,27,0,1.41,26.68,0.0,-5
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T11:54:35Z,0.0,39,0,1.4,34.26,0.0,-15
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T11:55:41Z,0.0,52,0,0.74,32.57,0.0,-16
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T11:55:41Z,0.0,39,0,1.02,33.89,0.0,0
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T11:55:41Z,0.0,95,0,1.23,34.3,0.0,35
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T11:55:41Z,0.0,88,0,0.76,27.61,0.0,29
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T11:55:41Z,0.0,60,0,1.05,35.63,0.0,-15
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T11:55:41Z,0.0,31,0,1.18,26.68,0.0,4
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T11:55:41Z,0.0,54,0,1.25,34.25,0.0,15
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T11:56:48Z,0.0,60,0,0.63,32.57,0.0,8
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T11:56:48Z,0.0,51,0,1.21,33.89,0.0,12
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T11:56:48Z,0.0,90,0,1.43,34.3,0.0,-5
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T11:56:48Z,0.0,74,0,0.95,27.61,0.0,-14
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T11:56:48Z,0.0,50,0,0.9,35.62,0.0,-10
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T11:56:48Z,0.0,29,0,1.23,26.68,0.0,-2
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T11:56:48Z,0.0,36,0,1.15,34.26,0.0,-18
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T11:57:55Z,0.0,65,0,0.66,32.56,0.0,5
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T11:57:55Z,0.0,37,0,1.4,33.89,0.0,-14
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T11:57:55Z,0.0,73,0,1.26,34.3,0.0,-17
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T11:57:55Z,0.0,60,0,0.84,27.61,0.0,-14
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T11:57:55Z,0.0,55,0,0.96,35.62,0.0,5
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T11:57:55Z,0.0,26,0,1.21,26.68,0.0,-3
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T11:57:55Z,0.0,39,0,0.99,34.25,0.0,3
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T11:59:01Z,0.0,78,0,0.83,32.56,0.0,13
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T11:59:01Z,0.0,57,0,1.26,33.89,0.0,20
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T11:59:01Z,0.0,95,0,6.05,34.39,0.0,22
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T11:59:01Z,0.0,65,0,0.65,27.61,0.0,5
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T11:59:01Z,0.0,60,0,0.87,35.62,0.0,5
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T11:59:01Z,0.0,31,0,1.18,26.68,0.0,5
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T11:59:01Z,0.0,36,0,1.0,34.25,0.0,-3
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T12:00:08Z,0.0,66,0,0.9,32.56,0.0,-12
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T12:00:08Z,0.0,54,0,1.48,33.89,0.0,-3
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T12:00:08Z,0.0,85,0,1.43,34.39,0.0,-10
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T12:00:08Z,0.0,72,0,0.76,27.61,0.0,7
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T12:00:08Z,0.0,65,0,1.07,35.62,0.0,5
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T12:00:08Z,0.0,30,0,1.38,26.68,0.0,-1
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T12:00:08Z,0.0,36,0,1.03,34.25,0.0,0
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T12:01:15Z,0.0,73,0,0.74,32.56,0.0,7
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T12:01:15Z,0.0,60,0,1.33,33.89,0.0,6
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T12:01:15Z,0.0,80,0,1.23,34.39,0.0,-5
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T12:01:15Z,0.0,71,0,0.81,27.61,0.0,-1
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T12:01:15Z,0.0,75,0,1.12,35.62,0.0,10
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T12:01:15Z,0.0,32,0,1.28,26.68,0.0,2
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T12:01:15Z,0.0,33,0,1.04,34.25,0.0,-3
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T12:02:21Z,0.0,55,0,0.72,32.55,0.0,-18
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T12:02:21Z,0.0,27,0,1.48,33.89,0.0,-33
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T12:02:21Z,0.0,70,0,1.47,34.39,0.0,-10
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T12:02:21Z,0.0,85,0,0.88,27.61,0.0,14
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T12:02:21Z,0.0,85,0,1.1,35.62,0.0,10
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T12:02:21Z,0.0,31,0,1.35,26.68,0.0,-1
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T12:02:21Z,0.0,66,0,1.03,34.25,0.0,33
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T12:03:28Z,0.0,55,0,0.66,32.55,0.0,0
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T12:03:28Z,0.0,39,0,0.78,33.88,0.0,12
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T12:03:28Z,0.0,85,0,0.97,34.38,0.0,15
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T12:03:28Z,0.0,78,0,0.92,27.61,0.0,-7
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T12:03:28Z,0.0,55,0,1.43,35.62,0.0,-30
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T12:03:28Z,0.0,28,0,1.3,26.68,0.0,-3
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T12:03:28Z,0.0,45,0,1.66,34.26,0.0,-21
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T12:04:35Z,0.0,63,0,0.69,32.55,0.0,8
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T12:04:35Z,0.0,42,0,1.14,33.89,0.0,3
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T12:04:35Z,0.0,85,0,1.46,34.39,0.0,0
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T12:04:35Z,0.0,74,0,0.89,27.61,0.0,-4
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T12:04:35Z,0.0,65,0,0.93,35.62,0.0,10
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T12:04:35Z,0.0,30,0,1.28,26.68,0.0,2
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T12:04:35Z,0.0,48,0,1.23,34.25,0.0,3
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T12:05:42Z,0.0,71,0,0.7,32.55,0.0,8
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T12:05:42Z,0.0,30,0,0.92,33.88,0.0,-12
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T12:05:42Z,0.0,45,0,1.18,34.38,0.0,-40
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T12:05:42Z,0.0,63,0,0.83,27.61,0.0,-11
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T12:05:42Z,0.0,100,0,1.12,35.62,0.0,35
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T12:05:42Z,0.0,29,0,1.14,26.68,0.0,-1
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T12:05:42Z,0.0,57,0,1.3,34.25,0.0,9
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T12:06:48Z,0.0,79,0,0.84,32.55,0.0,8
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T12:06:48Z,0.0,45,0,0.94,33.88,0.0,15
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T12:06:48Z,0.0,70,0,0.95,34.39,0.0,25
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T12:06:48Z,0.0,67,0,0.73,27.61,0.0,4
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T12:06:48Z,0.0,90,0,1.48,35.62,0.0,-10
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T12:06:48Z,0.0,33,0,1.32,26.68,0.0,4
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T12:06:48Z,0.0,54,0,1.53,34.25,0.0,-3
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T12:07:55Z,0.0,63,0,0.86,32.55,0.0,-16
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T12:07:55Z,0.0,39,0,1.31,33.89,0.0,-6
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T12:07:55Z,0.0,60,0,1.26,34.38,0.0,-10
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T12:07:55Z,0.0,65,0,0.79,27.61,0.0,-2
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T12:07:55Z,0.0,75,0,1.33,35.62,0.0,-15
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T12:07:55Z,0.0,27,0,1.37,26.68,0.0,-6
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T12:07:55Z,0.0,42,0,1.27,34.25,0.0,-12
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T12:09:02Z,0.0,67,0,0.7,32.55,0.0,4
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T12:09:02Z,0.0,39,0,0.98,33.88,0.0,0
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T12:09:02Z,0.0,55,0,0.81,34.38,0.0,-5
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T12:09:02Z,0.0,63,0,0.72,27.61,0.0,-2
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T12:09:02Z,0.0,85,0,1.31,35.62,0.0,10
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T12:09:02Z,0.0,28,0,1.1,26.68,0.0,1
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T12:09:02Z,0.0,42,0,1.1,34.25,0.0,0
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T12:10:08Z,0.0,67,0,0.9,32.55,0.0,0
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T12:10:08Z,0.0,42,0,1.36,33.89,0.0,3
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T12:10:08Z,0.0,60,0,0.98,34.39,0.0,5
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T12:10:08Z,0.0,66,0,0.72,27.61,0.0,3
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T12:10:08Z,0.0,80,0,1.46,35.63,0.0,-5
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T12:10:08Z,0.0,28,0,1.24,26.68,0.0,0
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T12:10:08Z,0.0,42,0,1.07,34.25,0.0,0
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T12:11:15Z,0.0,51,0,0.8,32.55,0.0,-16
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T12:11:15Z,0.0,36,0,0.99,33.88,0.0,-6
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T12:11:15Z,0.0,60,0,0.95,34.38,0.0,0
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T12:11:15Z,0.0,80,0,0.67,27.61,0.0,14
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T12:11:15Z,0.0,80,0,1.26,35.62,0.0,0
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T12:11:15Z,0.0,28,0,1.16,26.68,0.0,0
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T12:11:15Z,0.0,48,0,1.26,34.25,0.0,6
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T12:12:19Z,0.0,63,0,0.54,32.55,0.0,12
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T12:12:19Z,0.0,42,0,1.16,33.89,0.0,6
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T12:12:19Z,0.0,65,0,1.22,34.39,0.0,5
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T12:12:19Z,0.0,71,0,1.1,27.61,0.0,-9
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T12:12:19Z,0.0,70,0,1.25,35.63,0.0,-10
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T12:12:19Z,0.0,28,0,1.27,26.68,0.0,0
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T12:12:19Z,0.0,39,0,1.26,34.25,0.0,-9
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T12:13:28Z,0.0,67,0,0.83,32.55,0.0,4
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T12:13:28Z,0.0,42,0,1.19,33.89,0.0,0
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T12:13:28Z,0.0,65,0,1.27,34.38,0.0,0
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T12:13:28Z,0.0,65,0,0.65,27.61,0.0,-6
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T12:13:28Z,0.0,75,0,0.89,35.62,0.0,5
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T12:13:28Z,0.0,29,0,1.13,26.68,0.0,1
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T12:13:28Z,0.0,45,0,0.96,34.25,0.0,6
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T12:14:35Z,0.0,65,0,0.78,32.55,0.0,-2
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T12:14:35Z,0.0,48,0,1.26,33.89,0.0,6
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T12:14:35Z,0.0,65,0,1.08,34.38,0.0,0
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T12:14:35Z,0.0,57,0,0.75,27.61,0.0,-8
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T12:14:35Z,0.0,60,0,1.25,35.62,0.0,-15
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T12:14:35Z,0.0,25,0,1.21,26.68,0.0,-4
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T12:14:35Z,0.0,27,0,1.04,34.25,0.0,-18
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T12:15:42Z,0.0,73,0,0.85,32.55,0.0,8
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T12:15:42Z,0.0,45,0,1.34,33.89,0.0,-3
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T12:15:42Z,0.0,65,0,1.16,34.38,0.0,0
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T12:15:42Z,0.0,57,0,0.78,27.61,0.0,0
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T12:15:42Z,0.0,70,0,1.26,35.62,0.0,10
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T12:15:42Z,0.0,28,0,1.24,26.68,0.0,3
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T12:15:42Z,0.0,39,0,1.03,34.25,0.0,12
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T12:16:48Z,0.0,62,0,0.86,32.55,0.0,-11
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T12:16:48Z,0.0,54,0,1.43,33.89,0.0,9
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T12:16:48Z,0.0,75,0,1.05,34.38,0.0,10
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T12:16:48Z,0.0,75,0,0.71,27.61,0.0,18
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T12:16:48Z,0.0,70,0,1.34,35.62,0.0,0
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T12:16:48Z,0.0,30,0,1.26,26.68,0.0,2
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T12:16:48Z,0.0,33,0,0.94,34.25,0.0,-6
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T12:17:55Z,0.0,60,0,0.83,32.54,0.0,-2
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T12:17:55Z,0.0,51,0,1.6,33.88,0.0,-3
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T12:17:55Z,0.0,75,0,1.3,34.38,0.0,0
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T12:17:55Z,0.0,76,0,0.86,27.61,0.0,1
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T12:17:55Z,0.0,75,0,1.19,35.62,0.0,5
target-system-loadgen-deploy-668899fc6f-pfhjv,target-system,loadgen,2026-04-06T12:17:55Z,0.0,30,0,1.34,26.68,0.0,0
target-system-frontend-deploy-64cdc5f5cd-8tpws,target-system,frontend,2026-04-06T12:17:55Z,0.0,39,0,0.88,34.25,0.0,6
target-system-worker-deploy-5b4cc5c5f8-694r6,target-system,worker,2026-04-06T12:19:02Z,0.0,76,0,0.69,32.54,0.0,16
target-system-frontend-deploy-64cdc5f5cd-6bn4b,target-system,frontend,2026-04-06T12:19:02Z,0.0,42,0,1.22,33.88,0.0,-9
target-system-backend-deploy-6b6bc6464-vt7zq,target-system,backend,2026-04-06T12:19:02Z,0.0,60,0,1.23,34.38,0.0,-15
target-system-worker-deploy-5b4cc5c5f8-l5cfl,target-system,worker,2026-04-06T12:19:02Z,0.0,64,0,0.89,27.61,0.0,-12
target-system-backend-deploy-6b6bc6464-hfm5j,target-system,backend,2026-04-06T12:19:02Z,0.0,95,0,1.19,35.62,0.0,20
